아침밥/일품,아침국,아침반찬1,아침반찬2,아침김치,오전간식1,오전간식2,점심밥/일품,점심국,점심반찬1,점심반찬2,점심김치,오후간식1,오후간식2,저녁밥/일품,저녁국,저녁반찬1,저녁반찬2,저녁김치,총점
찹쌀밥,느타리버섯국,단배추멸치조림,매콤콩나물무침,단무지무침,S고구마쉐이크,S식혜,돈육양배추덮밥,팥죽,애호박나물,주꾸미채소간장볶음,총각 김치,S연두부샐러드(오리엔탈드레싱),empty,옥수수밥(30),유부실파국,쇠고기동그랑땡전,애호박볶음,나박 김치,1
옥수수밥(30),팥죽,단배추멸치조림,애호박나물,단무지무침,S연두부샐러드(오리엔탈드레싱),S고구마쉐이크,돈육양배추덮밥,유부실파국,주꾸미채소간장볶음,애호박볶음,총각 김치,empty,S식혜,찹쌀밥,느타리버섯국,쇠고기동그랑땡전,매콤콩나물무침,나박 김치,1
옥수수밥(30),두부곤약탕국,단배추멸치조림,애호박나물,단무지무침,S머핀,S우유(100ml),취나물표고영양밥,유부실파국,닭날개간장조림,파프리카유자청무침,총각 김치,S찐고구마,S식혜,찹쌀밥,다시마채국,쇠고기동그랑땡전,콩나물무침,나박 김치,5
옥수수밥(30),모듬어묵국,단배추멸치조림,애호박나물,나박 김치,S우유(100ml),empty,돈육양배추덮밥,유부실파국,주꾸미채소간장볶음,empty,총각 김치,S찐고구마,S식혜,찹쌀밥,느타리버섯국,쇠고기동그랑땡전,매콤콩나물무침,나박 김치,5
닭살카레감자밥+양념장,만두닭개장,아욱건새우전,가지구이,열무 물김치,S쌀음료,S쇠고기미역죽,찹쌀밥(추가),느타리버섯맑은국,무말랭이,가지양념무침,비트초절이,S우유(100ml),S건포도감자볼,팥밥(30),곤약어묵국,가지양념찜,고구마순된장무침,열무 김치,1
찹쌀밥(추가),느타리버섯맑은국,아욱건새우전,가지구이,열무 물김치,S쇠고기미역죽,S쌀음료,닭살카레감자밥+양념장,곤약어묵국,무말랭이,가지양념무침,비트초절이,S건포도감자볼,S우유(100ml),팥밥(30),만두닭개장,가지양념찜,고구마순된장무침,열무 김치,4
찹쌀밥,아욱맑은국,순두부+양념장,가지구이,나박 김치,S단호박찜,S쌀음료,꼬마김밥,곤약어묵국,궁중떡볶이,empty,백김치,S버터감자구이,S우유(200ml),팥밥,쇠고기버섯찌개,콩비지김치전,고구마순된장무침,비트초절이,5
찹쌀밥(추가),닭살숙주국,아욱건새우전,가지구이,열무 물김치,S사과,empty,닭살카레감자밥+양념장,곤약어묵국,옥수수치즈전,empty,비트초절이,S버터감자구이,S우유(200ml),팥밥(30),만두국,병어조림,고구마순된장무침,열무 김치,5
옥수수밥,느타리버섯국,우엉채곤약조림,팽이버섯나물,깍두기,S수제블루베리바나나우유,S토마토주스,브로콜리채소볶음밥,애호박맑은국,소고기청경채볶음,애호박건새우볶음,나박 김치,S소고기우엉죽,S연두부샐러드(오리엔탈드레싱),수수밥(30),만두국,건새우애호박볶음,채소크로켓,총각 김치,1
수수밥(30),느타리버섯국,애호박건새우볶음,우엉채곤약조림,깍두기,S소고기우엉죽,S토마토주스,브로콜리채소볶음밥,애호박맑은국,건새우애호박볶음,채소크로켓,나박 김치,S연두부샐러드(오리엔탈드레싱),S수제블루베리바나나우유,옥수수밥,만두국,소고기청경채볶음,팽이버섯나물,총각 김치,2
수수밥(40),참치무국,삼색감자채볶음,김구이,나박 김치,S감말랭이,S식혜,브로콜리채소볶음밥,맑은가쓰오부시장국,치킨너겟+토마토케첩,사과샐러드(발사믹드레싱),비트초절이,S찐옥수수,S우유(200ml),완두콩밥,맑은순두부국,쇠고기파프리카볶음,아욱무침,총각 김치,5
수수밥(30),닭가슴살미역국,양배추건새우볶음,우엉채곤약조림,깍두기,S수제블루베리바나나우유,empty,브로콜리채소볶음밥,애호박맑은국,파인애플탕수육+소스,empty,깍두기,S찐옥수수,S우유(200ml),옥수수밥,만두국,청경채불고기,팽이버섯나물,총각 김치,5
찹쌀밥(추가),김치두부찌개,가지양념무침,크림떡볶이,열무 김치,S쌀음료,S고구마맛탕,일본식쇠고기덮밥(규동),매콤애호박국,애호박생선살찜,소고기버섯불고기,비트초절이,S건포도감자볼,S고구마쉐이크,팥밥(30),감자미역국,고구마순된장무침,도라지무침,오이소박이김치,1
팥밥(30),감자미역국,애호박생선살찜,가지양념무침,열무 김치,S고구마맛탕,S쌀음료,일본식쇠고기덮밥(규동),매콤애호박국,크림떡볶이,도라지무침,비트초절이,S건포도감자볼,S고구마쉐이크,찹쌀밥(추가),김치두부찌개,소고기버섯불고기,고구마순된장무침,오이소박이김치,3
팥밥(30),감자미역국,애호박생선살찜,가지양념무침,열무 김치,S과일샐러드(마요네즈),S쌀음료,닭살데리야끼덮밥,우동국물,크림떡볶이,empty,비트초절이,S달걀부추빵,S바나나쉐이크,찹쌀밥(추가),김치두부찌개,소고기버섯불고기,상추쌈,오이소박이김치,5
팥밥(30),감자미역국,가자미조림,가지양념무침,열무 김치,S사과,empty,일본식쇠고기덮밥(규동),매콤애호박국,크림떡볶이,empty,비트초절이,S달걀부추빵,S우유(200ml),찹쌀밥(추가),김치두부찌개,닭살데리야끼볶음,고구마순된장무침,오이소박이김치,5
수수밥(30),낙지연포탕,무몰무침,아욱건새우전,총각 김치,S연두부샐러드(오리엔탈드레싱),S토마토주스,옥수수밥,미니유부우동,느타리버섯나물,팽이버섯볶음,나박 김치,S팥죽,S우유(100ml),쇠고기가지덮밥,모듬버섯찌개,팽이버섯부추나물,연근흑임자샐러드,열무 물김치,1
수수밥(30),모듬버섯찌개,아욱건새우전,무몰무침,나박 김치,S연두부샐러드(오리엔탈드레싱),S우유(100ml),쇠고기가지덮밥,미니유부우동,연근흑임자샐러드,팽이버섯부추나물,총각 김치,S팥죽,S토마토주스,옥수수밥,낙지연포탕,느타리버섯나물,팽이버섯볶음,열무 물김치,4
수수밥(40),탕국,달걀말이,무몰무침,나박 김치,S크림빵,S우유(100ml),불고기주먹밥,미니유부우동,연근흑임자샐러드,empty,총각 김치,S미니핫도그,S수제블루베리우유,옥수수밥,낙지연포탕,으깬두부채소전,팽이버섯볶음,열무 물김치,5
수수밥(30),모듬버섯찌개,아욱건새우전,무몰무침,나박 김치,S우유(100ml),empty,쇠고기가지덮밥,미니유부우동,연근흑임자샐러드,empty,총각 김치,S팥죽,S요구르트,옥수수밥,낙지연포탕,두부볼케찹조림,팽이버섯부추나물,열무 물김치,5
일본식쇠고기덮밥(규동),애호박맑은국,가지구이,고구마순된장무침,비트초절이,S귤(50g),S쇠고기옥수수죽,찹쌀밥(30),만두국,검정콩호두조림,감자버터구이,깍두기,S호두우유,S단호박식혜,찹쌀밥(추가),느타리버섯국,건새우애호박볶음,가지양념무침,오이소박이김치,1
찹쌀밥(추가),애호박맑은국,가지구이,고구마순된장무침,비트초절이,S쇠고기옥수수죽,S단호박식혜,일본식쇠고기덮밥(규동),느타리버섯국,감자버터구이,가지양념무침,깍두기,S귤(50g),S호두우유,찹쌀밥(30),만두국,건새우애호박볶음,검정콩호두조림,오이소박이김치,4
찹쌀밥,애호박맑은국,조기구이,고구마순된장무침,비트초절이,S찐옥수수,S단호박식혜,다진쇠고기김치볶음밥,느타리버섯국,오징어브로콜리숙회,empty,깍두기,S귤(50g),S수제블루베리우유,찹쌀밥,재첩국,당근새우짜장볶음,도토리묵무침,오이소박이김치,5
찹쌀밥(추가),애호박맑은국,떡갈비간장조림,고구마순된장무침,비트초절이,S우유(100ml),empty,일본식쇠고기덮밥(규동),느타리버섯국,감자버터구이,가지양념무침,깍두기,S송편,S단호박식혜,찹쌀밥(30),만두국,새송이버섯전,검정콩호두조림,오이소박이김치,5
돈육양배추덮밥,호박맑은국,건새우애호박볶음,으깬두부채소전,깍두기,S고구마쉐이크,S건포도감자볼,밤콩밥(30),두부전골,가지양념찜,떡갈비간장조림,열무 물김치,S두유(100ml),S크림소스스파게티,율무밥,느타리버섯국,가지양념무침,배무생채,비트초절이,1
밤콩밥(30),느타리버섯국,으깬두부채소전,건새우애호박볶음,깍두기,S건포도감자볼,S두유(100ml),돈육양배추덮밥,두부전골,가지양념찜,배무생채,열무 물김치,S크림소스스파게티,S고구마쉐이크,율무밥,호박맑은국,떡갈비간장조림,가지양념무침,비트초절이,4
밤콩밥(30),콩가루쑥국,게맛살파프리카볶음,동초무침,깍두기,S바나나,S두유(100ml),유부초밥,감자수제비국,김치전,empty,열무 물김치,S삶은달걀,S단호박식혜,율무밥,안매운순두부찌개,떡갈비간장조림,톳나물무침,비트초절이,5
밤콩밥(30),느타리버섯국,으깬두부채소전,건새우애호박볶음,깍두기,S바나나,empty,돈육양배추덮밥,꼬치어묵국,가지양념찜,empty,열무 물김치,S크림소스스파게티,S매실주스,율무밥,바지락맑은국,떡갈비간장조림,단배추된장무침,비트초절이,5
찹쌀밥,미역만두국,다시마북어볶음,무말랭이,나박 김치,S수제바나나우유,S쌀음료,백김치볶음밥,만두닭개장,매콤콩나물무침,애호박볶음,총각 김치,S연두부샐러드(오리엔탈드레싱),S두부채소죽,옥수수밥(30),애호박새우젓국찌개,해산물부추전,empty,열무 김치,1
옥수수밥(30),애호박새우젓국찌개,다시마북어볶음,무말랭이,나박 김치,S두부채소죽,S쌀음료,백김치볶음밥,미역만두국,해산물부추전,empty,총각 김치,S연두부샐러드(오리엔탈드레싱),S수제바나나우유,찹쌀밥,만두닭개장,매콤콩나물무침,애호박볶음,열무 김치,3
찹쌀밥,애호박새우젓국찌개,닭살청경채볶음,숙주나물,나박 김치,S찐옥수수,S우유(200ml),백김치볶음밥,미역만두국,사과샐러드(발사믹드레싱),empty,깍두기,S단호박샐러드,S수제바나나우유,수수밥,맑은바지락탕,굴비구이,시금치나물,열무 김치,5
옥수수밥(30),애호박새우젓국찌개,북어채소찜,무나물,나박 김치,S딸기,empty,백김치볶음밥,만두국,참치옥수수전,empty,총각 김치,S연두부샐러드(오리엔탈드레싱),S수제바나나우유,찹쌀밥,닭곰탕,볼어묵조림,매콤콩나물무침,열무 김치,5
율무밥,느타리버섯국,군만두,주꾸미채소간장볶음,단무지무침,S감자샐러드,S식혜,밤콩밥(30),만두순두부찌개,배무생채,우엉채곤약조림,비트초절이,S고구마쉐이크,empty,방울토마토새우볶음밥,호박맑은국,가지양념찜,팽이버섯볶음,깻잎김치,1
밤콩밥(30),느타리버섯국,가지양념찜,우엉채곤약조림,비트초절이,S감자샐러드,S식혜,방울토마토새우볶음밥,호박맑은국,군만두,팽이버섯볶음,단무지무침,empty,S고구마쉐이크,율무밥,만두순두부찌개,주꾸미채소간장볶음,배무생채,깻잎김치,4
밤콩밥(30),닭살숙주국,삼색달걀찜,우엉채곤약조림,비트초절이,S카스텔라,S우유(100ml),방울토마토새우볶음밥,실파김국,군만두,empty,비트초절이,S오렌지,S고구마쉐이크,율무밥,맑은순두부국,어묵잡채,단배추시래기찜,깻잎김치,5
밤콩밥(30),느타리버섯국,연두부+양념장,우엉채곤약조림,비트초절이,S우유(100ml),empty,방울토마토새우볶음밥,유부장국,군만두,empty,단무지무침,S크로와상,S우유(100ml),율무밥,순두부찌개,주꾸미채소간장볶음,배무생채,깻잎김치,5
닭갈비덮밥,새우살시금치국,무말랭이,돈육찹쌀구이,깍두기,S코코아,S연두부샐러드(오리엔탈드레싱),고구마밥(40),소갈비탕,양배추계란말이,애호박양파볶음,나박 김치,S우유미숫가루,S우엉채소볶음밥,밤찹쌀팥밥,굴두부국,양배추샐러드(레몬드레싱),단호박해물찜,단배추물김치,1
고구마밥(40),굴두부국,돈육찹쌀구이,무말랭이,단배추물김치,S연두부샐러드(오리엔탈드레싱),S우유미숫가루,닭갈비덮밥,새우살시금치국,단호박해물찜,양배추샐러드(레몬드레싱),나박 김치,S우엉채소볶음밥,S코코아,밤찹쌀팥밥,소갈비탕,양배추계란말이,애호박양파볶음,깍두기,3
고구마밥(40),굴두부국,달걀시금치말이,미역초무침,단배추물김치,S백설기,S식혜,닭갈비덮밥,무챗국,양배추샐러드(레몬드레싱),empty,나박 김치,S바나나,S우유(200ml),밤찹쌀팥밥,갈비탕,감자채전,진미채무말랭이무침,백김치,5
고구마밥(40),굴두부국,(저염·저당)메추리알장조림,구이김,나박 김치,S바나나,empty,닭갈비덮밥,새우살시금치국,양배추샐러드(레몬드레싱),empty,나박 김치,S김치말이국수,S요구르트,밤찹쌀팥밥,소갈비탕,맛살간장조림,매콤숙주오이무침,깍두기,5
옥수수밥(30),느타리버섯국,콩자반,양념가지찜,열무 물김치,S쌀음료,S건포도감자볼,돈육양배추덮밥,만두닭개장,순살돈육김치볶음,empty,총각 김치,S수제바나나우유,S두부채소죽,찹쌀밥,미역만두국,매콤콩나물무침,empty,열무 김치,1
옥수수밥(30),느타리버섯국,콩자반,양념가지찜,열무 물김치,S두부채소죽,S쌀음료,돈육양배추덮밥,미역만두국,empty,매콤콩나물무침,총각 김치,S건포도감자볼,S수제바나나우유,찹쌀밥,만두닭개장,순살돈육김치볶음,empty,열무 김치,3
옥수수밥(30),두부맑은국,미트볼조림,콩나물무침,백김치,S바나나,S요구르트,파프리카유부초밥,맑은장국,군만두,empty,비트초절이,S찐감자,S수제블루베리우유,찹쌀밥,맑은꽃게탕,돈육김치볶음,미역무침,깍두기,5
옥수수밥(30),동태살무국,콩자반,가지나물,열무 물김치,S바나나,S떠먹는요구르트(100ml),돈육양배추덮밥,미역국,오징어완자전,매콤콩나물무침,총각 김치,S건포도감자볼,S수제블루베리우유,찹쌀밥,단호박수제비국,순살돈육김치볶음,부추사과무침,깍두기,5
율무밥(30),만두순두부찌개,팽이버섯볶음,도라지나물,깍두기,S연두부샐러드(오리엔탈드레싱),S우유(100ml),브로콜리채소볶음밥,애호박두부젓국,실곤약간장채소무침,건새우애호박볶음,비트초절이,S소고기우엉죽,S토마토주스,현미찹쌀밥,새알미역국,연근감자전,진미채무말랭이무침,나박 김치,1
율무밥(30),애호박두부젓국,건새우애호박볶음,도라지나물,깍두기,S소고기우엉죽,S토마토주스,브로콜리채소볶음밥,새알미역국,실곤약간장채소무침,팽이버섯볶음,비트초절이,S연두부샐러드(오리엔탈드레싱),S우유(100ml),현미찹쌀밥,만두순두부찌개,진미채무말랭이무침,연근감자전,나박 김치,2
